explain,org,service
안동시 관내 운행 시내버스 시간표,경상북도 안동시,안동시 시내버스 운행시간표(2015년)
,기타,비행구역 (국토교통부)
관광지 목록을 보고 위치를 알고 싶은 관광지를 선택하여 해당 관광지의 위치정보와 주변관광지의 위치정보를 조회,제주특별자치도,여행지도정보서비스
(국민연금가입수급정보) 사업장 정보조회 제공,국민연금공단,사업장 정보조회 서비스
,기타,버스 정보 (서울시교통정보센터)
"건축물대장에서 관리하고 있는 총괄표제부, 표제부, 층별개요, 부속지번, 전유공용면적, 오수정화시설, 주택가격, 전유부, 지역지구구역 등 정보를 제공한다.",국토교통부,건축물대장정보 서비스
"건축인허가 정보에서 동별개요, 층별개요, 호별개요, 대수선, 공작물관리대장, 가설건축물, 오수정화시설, 주차장, 부설주차장, 전유공용면적, 도로명대장, 대지위치, 주택유형 등 정보를 제공한다.",국토교통부,건축인허가정보 서비스
,기타,전국/지역 물가통계 (통계청)
,기타,"일사량,기온,풍속 등의 기후정보 (국립기상과학원)"
건강보험심사평가원에서 관리하는 병원 정보를 조회하는 서비스입니다.,건강보험심사평가원,병원정보서비스
,기타,"도서자료 정보, 도서 추천 정보 (국립중앙도서관)"
,기타,투어API (한국관광공사)
레시피를 조회한다,농림수산식품교육문화정보원,레시피 조회
,기타,KOSIS 통계자료 (통계청)
,기타,식품의약품안전처 DB
"부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스",국토교통부,아파트매매 실거래자료
,기타,NDSL 오픈 API
"명산등산로의 항목별 정보를 조회 할 수 있는 서비스입니다.
- 국내 100대 명산에 대한 높이, 소재지, 선정 이유, 교통정보, 주변 관광정보 등을 제공",산림청,명산등산로 서비스
인천공항 여객 항공기 영문 출발 정보 현황조회,인천국제공항공사,[인천공항] 여객편 출발현황 (영문)
"전국 및 지방자치단체 시내버스 정류소에 따른 버스 도착정보를 정류장정보, 도착예정정보, 노선운행정보, 위치정보 테이블을 활용하여 제공한다. 조회는 정류소별, 정류소별 특정노선에 대한 도착정보를 조회할 수 있다.",국토교통부,도착정보조회서비스
"전국 및 지방자치단체 시내버스 노선 정보를 정류장정보 테이블의 정보를 활용하여 제공하며, 노선번호 목록, 노선별경유 정류소 목록, 노선정보항목 등을 조회할 수 있다.",국토교통부,버스노선정보조회서비스
"전국 및 지방자치단체 시내버스의 실시간 위치정보를 버스 노선별, 노선 정류소별로 조회한다.
시내버스 정류장정보, 노선정보, 도착예정정보, 노선운행정보, 위치정보 테이블에 실시간 정보로 제공된다.",국토교통부,버스위치정보조회서비스
"전국 및 지방자치단체 시내버스 정류소 정보를 정류장정보 테이블의 정보를 활용하여 제공하며, 정류소 번호, 정류소 GPS 위치정보를 기반으로 정류소 정보를 활용할 수 있다.",국토교통부,버스정류소정보조회서비스
"전국 지하철 시간표, 지하철 출구정보, 출구 주변 정보 및 주변 버스정보 등을 조회할 수 있다.
지하철 정보는 키워드 기반 지하철역 목록조회, 지하철 역 출구별 버스노선 목록, 지하철역 출구별 주변 시설 목록, 지하철 시간표 조회가 가능한다.",국토교통부,지하철정보서비스
노선에 대한 정보 제공,서울특별시,노선정보조회 서비스
목적지로의 이동 경로에 대한 정보 제공,서울특별시,대중교통환승경로 조회 서비스
특정 정류소에 대한 버스 도착예정 정보 제공,서울특별시,버스도착정보조회 서비스
실시간 버스위치 정보 제공,서울특별시,버스위치정보조회 서비스
정류소에 대한 정보 제공,서울특별시,정류소정보조회 서비스
"경기도 관할 버스의 노선 및 정류소, 노선별 경유정류소, 노선형상, 운행지역 정보(텍스트 파일)를 내려 받기 위한 버스기반정보 조회서비스",경기도,기반정보 관리 서비스
"경기도 관할 버스의 노선 및 정류소, 노선별 경유정류소, 노선형상, 운행지역 정보(텍스트 파일)를 내려 받기 위한 버스기반정보 조회서비스",경기도,기반정보 관리 서비스
"정류소와 노선번호을 기준으로 첫번째/두번째 도착예정 버스의 위치정보와 도착예정시간, 빈자리, 저상버스 정보를 제공하는 버스도착정보조회 서비스",경기도,버스 도착 정보 조회 서비스
"해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.",경기도,버스 위치 정보 조회 서비스
"해당 노선에 대해 노선번호, 노선ID, 노선유형, 운행지역 등의 일반정보를 제공한다.",경기도,버스노선 조회 서비스
"해당 노선의 운행차량에 대한 현재 위치(정류소)와 막차, 저상버스 여부 등에 대한 실시간 운행정보를 제공한다.",경기도,버스위치정보 조회 서비스
,기타,부동산 실거래가 (국토교통부)
"「서울 안심 먹을거리」인증을 받은 업체의 이름, 주소, 전화번호, 인증분야, 좌표 정보를 제공하는 OpenAPI입니다.
※「서울 안심 먹을거리」인증제 : 서울시가 식품의 생산·유통·소비 전과정의 안정성을 인증하여 시민들은 우수안전식품을 쉽게 구입할 수 있도록 하고, 업소에게는 고품질의 안전식품을 생산·유통하게 하도록 하는 제도
※ 사용좌표 : 세계측지좌표계로 ITRF2000",서울특별시,서울안심먹거리 정보조회
국토지리정보원 및 브이월드에서 제작된 영상지도,국토교통부,브이월드 제공 위성영상지도
,기타,전국 유동인구 현황 (공공데이터활용지원센터)
체육행사 및 시설현황,경기도 수원시,체육행사 및 시설현황
,기타,"건물의 전기 사용량(한국전력) , 전국건축물정보(국토부)"
한국의문양조회서비스,한국문화정보원,한국의문양조회서비스
,기타,"본회의 속기록(국회),국회공보(국회)"
"전국 요양병원 현황(요양병원명,주소,연락처)을 제공합니다.",공공데이터활용지원센터,전국 요양병원 현황
에너지소비효율등급제도(기기부문) 제품정보 OPEN API 제공,한국에너지공단,에너지소비효율등급제도(기기부문) 제품정보
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,소아/청소년 표준성장도표 (질병관리본부)
우리나라 주요산 600여개의 등산로에 대한 지도서비스,산림청,우리나라 주요산 등산로 산행 정보
,기타,전통미술작품 (국립중앙박물관)
후보자 정보를 조회 할 수 있는 서비스 이다.,중앙선거관리위원회,후보자정보 조회 서비스
,기타,한국사 LOD
"전국 도매시장에서 거래되는 농산물, 수산물, 축산물의 경매낙찰가격과 거래되는 상품들에 대한 정산 거래 상세 정보",농림수산식품교육문화정보원,농수축산물 도매시장 상세 경락가격 서비스
소방서 위치를 조회 하는 서비스,행정안전부,소방서위치조회서비스
,기타,국어 교과서 변천사 (국립한글박물관)
"외교부에서 지정하는 여행 유의, 자제, 제한 등 해외 여행경보 대상국가 목록 및 상세정보의 히스토리내역을 조회할 수 있다.",외교부,국가별 여행경보 히스토리 목록조회
,기타,소아 발육 표준치 (보건복지부)
건강보험심사평가원에서 관리하는 의료기관별 상세정보를 조회하는 서비스입니다.,건강보험심사평가원,의료기관별상세정보서비스
,기타,금융감독원 전자공시 데이터
"한국사데이터베이스에서 서비스 중인 한국사료총서 자료(원 책자는 국사편찬위원회 편찬 간행물) 중 공개 가능한 노상추일기, 심원권일기 원문데이터",교육부 국사편찬위원회,한국사료총서 원문 데이터
"식품의 영양성분 함량 정보(열량, 탄수화물, 단백질, 지방, 비타민, 무기질 등)를 조회하는 서비스",식품의약품안전처,식품 영양성분 함량정보 서비스
"한국역대인물종합정보 조선조 관직명 정보, 조선조 문과 급제자 명단, 성씨와 본관 정보의 샘플 데이터 파일입니다.",한국학중앙연구원,한국역대인물종합정보 데이터 샘플(2015년)
"서울특별시 유동인구 집계표 (2009, 2012, 2014년도)",서울특별시,서울특별시 유동인구 집계표
,기타,가공식품 DB (식품의약품안전처)
전통식품정보 서비스,특허청,전통식품정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
2015년도 KCI 논문정보,한국연구재단,2015년도 KCI 논문정보
한국지역정보개발원 정책연구단의 지역정보화 연구과제물 보고서,한국지역정보개발원,한국지역정보개발원 정보화연구자료
"한국기초과학지원연구원 소속의 연구자가 발표한 1999년부터 현재까지의 국내?외 논문 (주저자,교신저자, 공저자 모두포함) 총 3,050건의 데이터",한국기초과학지원연구원,논문 DB
,기타,학술지 논문 DB (한국연구재단)
,기타,"중문관광정보,식품안전정보(문화체육관광부)"
건강보험심사평가원에서 관리하는 의료기관의 비급여진료비 정보를 조회하는 서비스입니다.,건강보험심사평가원,비급여진료비정보서비스
건강보험심사평가원에서 관리하는 병원 정보를 조회하는 서비스입니다.,건강보험심사평가원,병원정보서비스
우리나라 주요산 600여개의 등산로에 대한 지도서비스,산림청,등산로 정보
의약품허가정보조회용 서비스,식품의약품안전처,의약품허가정보조회
